ComplaintID,ComplaintText,Category,UrgencyLevel,Sentiment,Authority
7004,This is a complaint about Electricity issue.,Electricity,High,Neutral,Water Department
7005,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Public Works
7006,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Public Works
7007,This is a complaint about Electricity issue.,Road Damage,High,Neutral,Water Department
7008,This is a complaint about Waste Management issue.,Water Supply,High,Positive,Electricity Board
7009,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Electricity Board
7010,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Water Department
7011,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Public Works
7012,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Water Department
7013,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Electricity Board
7014,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Waste Management Division
7015,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Water Department
7016,This is a complaint about Road Damage issue.,Water Supply,Low,Positive,Waste Management Division
7017,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Water Department
7018,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Waste Management Division
7019,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Electricity Board
7020,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Waste Management Division
7021,This is a complaint about Road Damage issue.,Road Damage,Medium,Neutral,Water Department
7022,This is a complaint about Electricity issue.,Electricity,Low,Negative,Water Department
7023,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Water Department
7024,This is a complaint about Water Supply issue.,Waste Management,Medium,Negative,Waste Management Division
7025,This is a complaint about Waste Management issue.,Water Supply,Low,Negative,Public Works
7026,This is a complaint about Road Damage issue.,Electricity,Low,Negative,Public Works
7027,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
7028,This is a complaint about Waste Management issue.,Road Damage,Low,Positive,Electricity Board
7029,This is a complaint about Waste Management issue.,Electricity,Low,Positive,Electricity Board
7030,This is a complaint about Road Damage issue.,Electricity,High,Negative,Electricity Board
7031,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Public Works
7032,This is a complaint about Waste Management issue.,Waste Management,High,Neutral,Water Department
7033,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Electricity Board
7034,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Water Department
7035,This is a complaint about Waste Management issue.,Waste Management,High,Negative,Water Department
7036,This is a complaint about Electricity issue.,Waste Management,High,Negative,Waste Management Division
7037,This is a complaint about Water Supply issue.,Waste Management,High,Negative,Public Works
7038,This is a complaint about Water Supply issue.,Electricity,High,Positive,Public Works
7039,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Waste Management Division
7040,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Electricity Board
7041,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Waste Management Division
7042,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Water Department
7043,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Electricity Board
7044,This is a complaint about Waste Management issue.,Waste Management,High,Neutral,Water Department
7045,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Water Department
7046,This is a complaint about Waste Management issue.,Waste Management,Low,Neutral,Electricity Board
7047,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Electricity Board
7048,This is a complaint about Electricity issue.,Road Damage,Low,Neutral,Electricity Board
7049,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Electricity Board
7050,This is a complaint about Road Damage issue.,Electricity,High,Negative,Public Works
7051,This is a complaint about Waste Management issue.,Water Supply,High,Positive,Waste Management Division
7052,This is a complaint about Electricity issue.,Water Supply,Low,Negative,Electricity Board
7053,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Electricity Board
7054,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Waste Management Division
7055,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Water Department
7056,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Waste Management Division
7057,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Electricity Board
7058,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Water Department
7059,This is a complaint about Road Damage issue.,Road Damage,Low,Negative,Public Works
7060,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Electricity Board
7061,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Water Department
7062,This is a complaint about Waste Management issue.,Water Supply,Low,Positive,Waste Management Division
7063,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Water Department
7064,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Electricity Board
7065,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Water Department
7066,This is a complaint about Electricity issue.,Road Damage,Low,Neutral,Water Department
7067,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Electricity Board
7068,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Public Works
7069,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Waste Management Division
7070,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Water Department
7071,This is a complaint about Electricity issue.,Electricity,High,Negative,Electricity Board
7072,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Water Department
7073,This is a complaint about Road Damage issue.,Water Supply,Medium,Neutral,Waste Management Division
7074,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Waste Management Division
7075,This is a complaint about Road Damage issue.,Waste Management,High,Positive,Water Department
7076,This is a complaint about Road Damage issue.,Electricity,High,Negative,Electricity Board
7077,This is a complaint about Electricity issue.,Electricity,High,Positive,Electricity Board
7078,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Electricity Board
7079,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Public Works
7080,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Waste Management Division
7081,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Water Department
7082,This is a complaint about Waste Management issue.,Waste Management,Medium,Neutral,Water Department
7083,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Waste Management Division
7084,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Waste Management Division
7085,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Electricity Board
7086,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Public Works
7087,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Water Department
7088,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Public Works
7089,This is a complaint about Road Damage issue.,Electricity,High,Negative,Water Department
7090,This is a complaint about Electricity issue.,Road Damage,High,Neutral,Public Works
7091,This is a complaint about Electricity issue.,Waste Management,Low,Neutral,Water Department
7092,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Water Department
7093,This is a complaint about Road Damage issue.,Waste Management,High,Positive,Public Works
7094,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Electricity Board
7095,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Electricity Board
7096,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Electricity Board
7097,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Public Works
7098,This is a complaint about Electricity issue.,Electricity,High,Negative,Public Works
7099,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Waste Management Division
7100,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Electricity Board
7101,This is a complaint about Electricity issue.,Electricity,High,Negative,Waste Management Division
7102,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Waste Management Division
7103,This is a complaint about Road Damage issue.,Water Supply,Medium,Negative,Electricity Board
7104,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Waste Management Division
7105,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Waste Management Division
7106,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Electricity Board
7107,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Water Department
7108,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Waste Management Division
7109,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
7110,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Electricity Board
7111,This is a complaint about Waste Management issue.,Waste Management,Low,Neutral,Water Department
7112,This is a complaint about Electricity issue.,Road Damage,High,Neutral,Waste Management Division
7113,This is a complaint about Water Supply issue.,Water Supply,Medium,Neutral,Waste Management Division
7114,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Electricity Board
7115,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Public Works
7116,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Water Department
7117,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Water Department
7118,This is a complaint about Water Supply issue.,Road Damage,Low,Negative,Water Department
7119,This is a complaint about Electricity issue.,Waste Management,Low,Negative,Water Department
7120,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Water Department
7121,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Waste Management Division
7122,This is a complaint about Road Damage issue.,Road Damage,Low,Negative,Public Works
7123,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Water Department
7124,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Water Department
7125,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Electricity Board
7126,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Public Works
7127,This is a complaint about Waste Management issue.,Road Damage,Low,Positive,Water Department
7128,This is a complaint about Electricity issue.,Water Supply,High,Positive,Electricity Board
7129,This is a complaint about Road Damage issue.,Waste Management,High,Positive,Public Works
7130,This is a complaint about Waste Management issue.,Electricity,Low,Positive,Public Works
7131,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Water Department
7132,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Electricity Board
7133,This is a complaint about Waste Management issue.,Electricity,High,Negative,Water Department
7134,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Public Works
7135,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Electricity Board
7136,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Water Department
7137,This is a complaint about Electricity issue.,Water Supply,High,Positive,Water Department
7138,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Electricity Board
7139,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Electricity Board
7140,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Electricity Board
7141,This is a complaint about Road Damage issue.,Electricity,High,Negative,Water Department
7142,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Public Works
7143,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Electricity Board
7144,This is a complaint about Road Damage issue.,Road Damage,Low,Negative,Waste Management Division
7145,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Waste Management Division
7146,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Public Works
7147,This is a complaint about Road Damage issue.,Water Supply,High,Negative,Electricity Board
7148,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Water Department
7149,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Waste Management Division
7150,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Waste Management Division
7151,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Water Department
7152,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Waste Management Division
7153,This is a complaint about Electricity issue.,Electricity,Medium,Neutral,Public Works
7154,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Waste Management Division
7155,This is a complaint about Electricity issue.,Waste Management,Medium,Negative,Water Department
7156,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Electricity Board
7157,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Waste Management Division
7158,This is a complaint about Waste Management issue.,Water Supply,Low,Positive,Water Department
7159,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Public Works
7160,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Waste Management Division
7161,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Water Department
7162,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Water Department
7163,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Public Works
7164,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Electricity Board
7165,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Public Works
7166,This is a complaint about Waste Management issue.,Electricity,High,Positive,Public Works
7167,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Water Department
7168,This is a complaint about Waste Management issue.,Electricity,High,Neutral,Water Department
7169,This is a complaint about Waste Management issue.,Electricity,Low,Neutral,Waste Management Division
7170,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Waste Management Division
7171,This is a complaint about Electricity issue.,Electricity,Medium,Neutral,Water Department
7172,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Water Department
7173,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Electricity Board
7174,This is a complaint about Electricity issue.,Electricity,High,Positive,Public Works
7175,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Public Works
7176,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Electricity Board
7177,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Public Works
7178,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Water Department
7179,This is a complaint about Electricity issue.,Waste Management,Low,Negative,Waste Management Division
7180,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Public Works
7181,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Water Department
7182,This is a complaint about Electricity issue.,Electricity,High,Negative,Water Department
7183,This is a complaint about Electricity issue.,Waste Management,Low,Neutral,Electricity Board
7184,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Waste Management Division
7185,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Public Works
7186,This is a complaint about Water Supply issue.,Road Damage,Low,Negative,Electricity Board
7187,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Public Works
7188,This is a complaint about Waste Management issue.,Electricity,Medium,Neutral,Waste Management Division
7189,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Waste Management Division
7190,This is a complaint about Water Supply issue.,Electricity,High,Negative,Water Department
7191,This is a complaint about Road Damage issue.,Electricity,High,Positive,Public Works
7192,This is a complaint about Waste Management issue.,Electricity,High,Neutral,Public Works
7193,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Waste Management Division
7194,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Public Works
7195,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Public Works
7196,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
7197,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Public Works
7198,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Public Works
7199,This is a complaint about Water Supply issue.,Electricity,High,Positive,Public Works
7200,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Public Works
7201,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Water Department
7202,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Waste Management Division
7203,This is a complaint about Waste Management issue.,Road Damage,Low,Positive,Waste Management Division
7204,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Electricity Board
7205,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Waste Management Division
7206,This is a complaint about Water Supply issue.,Water Supply,Medium,Negative,Public Works
7207,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Water Department
7208,This is a complaint about Road Damage issue.,Water Supply,Medium,Positive,Public Works
7209,This is a complaint about Electricity issue.,Waste Management,High,Positive,Public Works
7210,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Public Works
7211,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Waste Management Division
7212,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Waste Management Division
7213,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Waste Management Division
7214,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
7215,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Waste Management Division
7216,This is a complaint about Waste Management issue.,Water Supply,High,Negative,Water Department
7217,This is a complaint about Electricity issue.,Road Damage,Medium,Negative,Electricity Board
7218,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Electricity Board
7219,This is a complaint about Electricity issue.,Waste Management,High,Positive,Water Department
7220,This is a complaint about Waste Management issue.,Electricity,Low,Positive,Water Department
7221,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Waste Management Division
7222,This is a complaint about Waste Management issue.,Road Damage,High,Positive,Public Works
7223,This is a complaint about Road Damage issue.,Electricity,High,Negative,Water Department
7224,This is a complaint about Waste Management issue.,Electricity,High,Positive,Public Works
7225,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Electricity Board
7226,This is a complaint about Electricity issue.,Waste Management,Medium,Negative,Electricity Board
7227,This is a complaint about Electricity issue.,Road Damage,High,Negative,Public Works
7228,This is a complaint about Road Damage issue.,Electricity,Low,Positive,Waste Management Division
7229,This is a complaint about Electricity issue.,Waste Management,High,Neutral,Waste Management Division
7230,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Water Department
7231,This is a complaint about Waste Management issue.,Waste Management,Medium,Positive,Electricity Board
7232,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Public Works
7233,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Waste Management Division
7234,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Public Works
7235,This is a complaint about Electricity issue.,Electricity,High,Neutral,Electricity Board
7236,This is a complaint about Road Damage issue.,Water Supply,Medium,Negative,Electricity Board
7237,This is a complaint about Water Supply issue.,Water Supply,High,Negative,Water Department
7238,This is a complaint about Waste Management issue.,Electricity,Low,Positive,Electricity Board
7239,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Water Department
7240,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Water Department
7241,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Water Department
7242,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Waste Management Division
7243,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Water Department
7244,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Electricity Board
7245,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Public Works
7246,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Electricity Board
7247,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Waste Management Division
7248,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Water Department
7249,This is a complaint about Waste Management issue.,Electricity,Low,Positive,Waste Management Division
7250,This is a complaint about Electricity issue.,Water Supply,High,Negative,Electricity Board
7251,This is a complaint about Electricity issue.,Electricity,Medium,Negative,Electricity Board
7252,This is a complaint about Waste Management issue.,Electricity,High,Negative,Electricity Board
7253,This is a complaint about Waste Management issue.,Waste Management,Medium,Positive,Waste Management Division
7254,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Electricity Board
7255,This is a complaint about Road Damage issue.,Electricity,High,Positive,Water Department
7256,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Public Works
7257,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Waste Management Division
7258,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Water Department
7259,This is a complaint about Water Supply issue.,Waste Management,High,Negative,Electricity Board
7260,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Public Works
7261,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Public Works
7262,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Waste Management Division
7263,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Public Works
7264,This is a complaint about Waste Management issue.,Road Damage,High,Positive,Waste Management Division
7265,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Waste Management Division
7266,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Electricity Board
7267,This is a complaint about Waste Management issue.,Electricity,Low,Neutral,Water Department
7268,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Electricity Board
7269,This is a complaint about Electricity issue.,Water Supply,High,Positive,Water Department
7270,This is a complaint about Electricity issue.,Electricity,High,Negative,Waste Management Division
7271,This is a complaint about Waste Management issue.,Road Damage,Medium,Neutral,Public Works
7272,This is a complaint about Electricity issue.,Water Supply,High,Negative,Public Works
7273,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Water Department
7274,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Water Department
7275,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Public Works
7276,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Electricity Board
7277,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Water Department
7278,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Electricity Board
7279,This is a complaint about Electricity issue.,Waste Management,Low,Neutral,Waste Management Division
7280,This is a complaint about Road Damage issue.,Water Supply,High,Negative,Public Works
7281,This is a complaint about Waste Management issue.,Road Damage,Low,Positive,Waste Management Division
7282,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Electricity Board
7283,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Electricity Board
7284,This is a complaint about Waste Management issue.,Road Damage,Medium,Neutral,Public Works
7285,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
7286,This is a complaint about Electricity issue.,Road Damage,High,Negative,Public Works
7287,This is a complaint about Water Supply issue.,Electricity,Medium,Neutral,Waste Management Division
7288,This is a complaint about Water Supply issue.,Road Damage,High,Negative,Water Department
7289,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Public Works
7290,This is a complaint about Road Damage issue.,Waste Management,Low,Negative,Waste Management Division
7291,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Electricity Board
7292,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
7293,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Electricity Board
7294,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Public Works
7295,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Electricity Board
7296,This is a complaint about Electricity issue.,Waste Management,Medium,Negative,Water Department
7297,This is a complaint about Waste Management issue.,Electricity,High,Negative,Waste Management Division
7298,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Water Department
7299,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Waste Management Division
7300,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Water Department
7301,This is a complaint about Waste Management issue.,Waste Management,Medium,Positive,Electricity Board
7302,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Water Department
7303,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Public Works
7304,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Water Department
7305,This is a complaint about Water Supply issue.,Road Damage,High,Neutral,Waste Management Division
7306,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Electricity Board
7307,This is a complaint about Waste Management issue.,Electricity,Low,Neutral,Electricity Board
7308,This is a complaint about Road Damage issue.,Road Damage,Low,Positive,Electricity Board
7309,This is a complaint about Road Damage issue.,Waste Management,Low,Negative,Water Department
7310,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Electricity Board
7311,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
7312,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Water Department
7313,This is a complaint about Electricity issue.,Road Damage,High,Neutral,Electricity Board
7314,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Electricity Board
7315,This is a complaint about Electricity issue.,Electricity,High,Negative,Electricity Board
7316,This is a complaint about Electricity issue.,Waste Management,High,Negative,Water Department
7317,This is a complaint about Waste Management issue.,Waste Management,High,Neutral,Water Department
7318,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Electricity Board
7319,This is a complaint about Waste Management issue.,Electricity,Low,Neutral,Waste Management Division
7320,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Public Works
7321,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Waste Management Division
7322,This is a complaint about Road Damage issue.,Electricity,High,Positive,Water Department
7323,This is a complaint about Road Damage issue.,Water Supply,Low,Negative,Public Works
7324,This is a complaint about Waste Management issue.,Waste Management,High,Negative,Waste Management Division
7325,This is a complaint about Electricity issue.,Electricity,Low,Negative,Public Works
7326,This is a complaint about Water Supply issue.,Electricity,Medium,Neutral,Public Works
7327,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Waste Management Division
7328,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Public Works
7329,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Waste Management Division
7330,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
7331,This is a complaint about Waste Management issue.,Electricity,High,Positive,Water Department
7332,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Electricity Board
7333,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Electricity Board
7334,This is a complaint about Waste Management issue.,Waste Management,Low,Neutral,Electricity Board
7335,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Public Works
7336,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Waste Management Division
7337,This is a complaint about Road Damage issue.,Electricity,High,Negative,Electricity Board
7338,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Electricity Board
7339,This is a complaint about Electricity issue.,Waste Management,High,Positive,Public Works
7340,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Water Department
7341,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Public Works
7342,This is a complaint about Water Supply issue.,Water Supply,Medium,Neutral,Public Works
7343,This is a complaint about Road Damage issue.,Electricity,Low,Neutral,Public Works
7344,This is a complaint about Road Damage issue.,Water Supply,Medium,Neutral,Water Department
7345,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Water Department
7346,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Water Department
7347,This is a complaint about Electricity issue.,Road Damage,High,Negative,Public Works
7348,This is a complaint about Water Supply issue.,Water Supply,Medium,Negative,Electricity Board
7349,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Water Department
7350,This is a complaint about Electricity issue.,Waste Management,Low,Neutral,Waste Management Division
7351,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Public Works
7352,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Waste Management Division
7353,This is a complaint about Water Supply issue.,Electricity,High,Negative,Public Works
7354,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Water Department
7355,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Water Department
7356,This is a complaint about Water Supply issue.,Waste Management,Medium,Negative,Waste Management Division
7357,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Electricity Board
7358,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Public Works
7359,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Electricity Board
7360,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Electricity Board
7361,This is a complaint about Road Damage issue.,Water Supply,High,Negative,Public Works
7362,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Water Department
7363,This is a complaint about Electricity issue.,Electricity,High,Negative,Electricity Board
7364,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Waste Management Division
7365,This is a complaint about Road Damage issue.,Road Damage,Low,Positive,Electricity Board
7366,This is a complaint about Electricity issue.,Electricity,High,Neutral,Waste Management Division
7367,This is a complaint about Water Supply issue.,Road Damage,High,Negative,Waste Management Division
7368,This is a complaint about Road Damage issue.,Road Damage,Medium,Positive,Public Works
7369,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Electricity Board
7370,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Public Works
